h2,ch4,c2h6,c2h4,c2h2,act
22.5,8.5,1.2,7.3,8.4,3
120,25,1,8,40,3
100,94,22,304,118,3
75,32,7.5,23,3.4,3
45,15,1,19,18,3
1230,163,27,233,692,3
12,14.6,7.2,14.4,0.98,3
106,24,4,28,37,3
153,18,9,0.001,11,3
95,10,0.001,11,39,3
225,4.7,0.001,8.7,89,3
46.7,8.2,1.8,5.1,4.1,3
96,13.7,3.8,35.6,5.4,3
11.9,12.4,5.9,13.6,1.03,3
115,25.5,110,12.2,8.6,3
61.3944,10.8221,4.1623,10.4058,13.2154,3
10,7,5,5,53,3
543,120,41,411,1880,3
24,13,5,43,319,3
345,112,28,52,59,3
225,4.7,0.0001,8.7,89,3
12,6,5,16,51,3
14.2,4,1.4,1.5,9.51,3
53.9,8.3,1.1,6,7.1,3
19,10,7.9,9.5,8.5,3
80,20,6,20,62,3
14.1,4,1.3,1.5,9.5,3
39.3,37.1,11.6,77.4,9.3,3
4.1,3.5,0.68,1.2,5.2,3
23,63,54,10,0.3,3
11,271,465,32,0.001,4
56,78,18,21,0,4
23.51,61.33,45.21,98.03,0.77,4
6.14,51.78,21.14,6.82,0.12,4
21,14,191,90,0.001,4
78,66,283,2.6,0.001,4
19,62,95,5,0.0001,4
46,98,41.3,26.3,0,4
27,30,23,2.4,0.1,4
113,137,173,34,0.0001,4
0.001,215,555,18.4,0.001,4
27,28,136,8,0.001,4
111,67,105,9,0.001,4
11,31,26,52,0,4
9,38,93,8,0.0001,4
74.8,30.1,82.3,13.6,0.0001,4
16,68,157,19,0.0001,4
74,173,263,33,0.001,4
320,131,187,127,0.0001,4
27,28,136,8,0.0001,4
10,26,147,6,0.001,4
159.8,438.7,312.4,644.6,0.38,4
0.0001,224,0.0001,45,0.0001,4
95,110,160,50,0.001,4
14,44,124,7,1,4
6,38,93,32,0.001,4
0.001,43,146,9,0.001,4
34,8.6,70.3,3.1,0.0001,4
15.33,22.18,17.78,44.71,0,4
32.7586,44.2529,10.9195,12.069,0,4
160,130,33,96,0,4
15.21,61.25,53.94,81.83,0,4
66,201.5,220,99.8,0,4
6,3,0.8,0.7,0.0001,4
55,22,0.5,2.6,0.0001,4
44.2,101,13,11.8,0.45,4
57,77,19,21,0,4
0.001,153,395,11.7,0.001,4
33.5617,33.5617,9.2295,23.4932,0.1538,4
16,105,224,15,0.0001,4
166.6,28.3,6.72,12.4,0.3,4
92,27,67,7,0.0001,4
160,130,33,96,0.0001,4
45,125,111,25,0.001,4
12,28,102,3,0.0001,4
7.46,9.4,8.48,15.47,0.11,4
87.2,73.18,27.14,56.88,0.0001,4
128,419,269.4,614.1,0.35,4
18,30,146,8,0.0001,4
27.4,63.2,32.7,37.8,0.2,4
17,21,118,0.001,4,4
0.0001,187,609,13,0.0001,4
83,35,4.9,86,5.1,4
0.98,43.83,26.8,28.39,0,4
74,100,85,17,0.001,4
18.6,78.4,31.2,21.5,2.9,4
320,131,187,127,0.001,4
54.9,8.8,80,2.5,0.001,4
13.1,44.7,91.5,213.3,4.2,4
166.6,28.31,6.72,12.4,0.3,4
69,174,267,15,0.0001,4
121,73,179,11,0.001,4
13,138,83,16,0.0001,4
36,21,65,2,0.0001,4
19,48,76,18,0.0001,4
160,130,33,96,0.001,4
54.9,8.8,80,2.5,0.0001,4
29,71,158,20,0.001,4
16,105,224,15,0.001,4
157,46,76,12,0.0001,4
74.8,30.1,82.3,13.6,0.001,4
50,3,1,0.0001,0.0001,4
115,129,316,36,0.0001,4
6,197,476.9,16.9,0.001,4
18,20,6,12,2,4
27,90,42,73,0.2,4
820,1740,951,867,128,4
6,197,476.9,16.9,0.0001,4
36,21,65,2,0.001,4
130,140,2,120,0.001,4
38,38,296,14,0.0001,4
37,123,67,52,0.0001,4
15,7,92,5,0.001,4
0.0001,215,555,18.4,0.0001,4
10,24,80,5,0.001,4
42,124,1,8,0.001,4
79,40,264,10,0.001,4
16.4,45.5,68.7,3.8,0.0001,4
26.7,90.6,49.2,95,0.5,4
4.9,21,15,69.3,3.8,4
9,16.7,9.9,85.3,3.4,4
72,442,221,461,0.7,4
55,22,358,2.6,0.0001,4
36,167,230,18,0.0001,4
112,68,136,9,0.0001,4
45,125,111,25,0.0001,4
14,62,16,3,0.0001,4
10,26,147,6,0.0001,4
14,14,124,7,1,4
0.0001,43,146,9,0.0001,4
93.5,131.9,39,11.7,0.0001,4
13,138,83,16,0.001,4
128,35,213,17,0.0001,4
70.1,278,244.8,635.8,12.2,4
219,44,3,3,0.0001,4
78,66,283,2.6,0.0001,4
29.9,34.6,5.6,70,1.2,4
29,71,158,20,0.0001,4
12,28,102,3,0.001,4
13,59,117,44,0.001,4
93,58,43,37,0,4
24,109,69,0.001,0.001,4
43,28,72,9,0.0001,4
16,68,157,19,0.001,4
9,38,93,8,0.001,4
18,82.8,4.3,3.1,0,4
37,47,10,5.5,0.0001,4
122,161,271,35,0.001,4
12,290,144,355,0,4
66,60,2,7,0.0001,4
187,86,155,21,6,4
40.2597,25.1082,18.6147,16.0173,0,4
10,44,106,28,0.0001,4
7.8105,30.4018,17.3722,43.3893,1.0262,4
10,63,176,35,0.001,4
124,166,87,59,0.0001,4
5.5,9.2,7.7,2,0,4
140,173,45,17,0,4
5.5,9.6,3.9,50,1.5,4
161,38,210,13,0.001,4
21.8,120.7,86.6,42.1,0.9,4
230,572.4,343,768.9,0.51,4
24,109,69,0.0001,0.0001,4
124,166,87,59,0.001,4
93.5,131.9,39,11.7,0.001,4
10,63,176,35,0.0001,4
7,15,78,58,0.0001,4
10,56,72,70,0.0001,4
29.9,24.1,34.3,92.5,0.6,4
0.001,187,609,13,0.001,4
43,28,72,9,0.001,4
0.001,116,70,0.001,0.001,4
148.7,247.5,178.7,192.2,0.9,4
11,46,155,18,0.0001,4
24,47,113,10,0.0001,4
31.2,8.9,119,4.4,0.001,4
181,262,210,528,0,4
247.7,148.7,78.7,192.7,0.9,4
113,137,173,34,0.001,4
23,11.8,3,0.6,0,4
1,27,49,4,1,4
130,140,24,120,0.0001,4
16,80,134,10,0.001,4
120,120,33,84,0.55,4
505.57,475.35,242.3,524.45,3.29,4
7,15,78,58,0.001,4
5,14,234,5,0.001,4
13.2,18.7,97.4,79.5,4.7,4
86,8,2.5,2.5,0.0001,4
78,66,62,2.6,0.0001,4
79,40,264,10,0.0001,4
181,262,41,28,0.001,4
69,174,267,15,0.001,4
36,167,230,18,0.001,4
9,56,135,7,1,4
139,714,351,634,0,4
181,262,41,28,0,4
85,98,315,30,0.0001,4
10,56,72,70,0.001,4
130,140,2,120,0.0001,4
24.7,20.4,117,71,6.8,4
23,6,172,23,31,4
25,29,137,8,0.0001,4
143.2,123,38,75,0.0001,4
0.0001,33.7,136,11.4,0.0001,4
181,262,41,28,0.0001,4
8,16,88,7,0.001,4
181,162,70,132,0.0001,4
259,863,393,994,6,4
13,59,117,44,0.0001,4
16,68,124,15,0.0001,4
15,7,92,5,0.0001,4
27,49,192,9,0.001,4
20,132,61,17,0.001,4
170,320,53,520,3.2,4
21,14,191,90,0.0001,4
42,124,1,8,0.0001,4
12,18,4,4,0.0001,4
157,46,76,12,0.001,4
18,30,146,8,0.001,4
122,161,271,35,0.0001,4
22.1,118.9,33.5,97.3,8,4
137,97,12,29,1.5,4
161,38,210,13,0.0001,4
0.001,33.7,136,11.4,0.001,4
4.32,193,118,125,0,4
12.6,105.54,96.75,58.32,0,4
36,94,78,13,2,4
24,47,113,10,0.001,4
31.2,8.9,119,4.4,0.0001,4
46.9,161.6,94.1,193,0.56,4
19,62,95,5,0.001,4
121,73,179,11,0.0001,4
23,61,14,153,4.4,4
0.0001,116,70,0.0001,0.0001,4
0.0001,153,395,11.7,0.0001,4
10.6,218.2,110.7,303.2,0,5
30.4,117,44.2,138,0.1,5
1270,3450,520,1390,8,5
9.2,171.6,102.1,226.1,0,5
6,127.9,65.5,158.9,0,5
9.2,151.1,94.1,202.6,0,5
2.1,135.2,91.8,174.1,0,5
119,670,286,934,19,5
144,1672,394,669,0.0001,5
6.6,153.3,75.5,172.5,0.1,5
4.7,146.5,89.5,177.2,0.2,5
24,34.6,14.2,21.7,0.0001,5
2.7,135.4,93.5,174.7,0,5
2.8,134.3,87.8,168.8,0,5
6.9,168,106.3,225.4,0,5
40.66,224.65,118.9,340.11,3.14,5
3,117.5,61.4,145.7,0,5
14.6,188.4,83.3,147.4,0,5
3.8,119,62.7,149.9,0,5
3.6,121.6,57.1,143.2,0,5
20.37,59.79,45.24,80.49,0.0001,5
4.8,146.7,91.7,187.6,0.1,5
5.4,140.7,79.1,176.4,0,5
59,119,36,70,0.0001,5
0.7,1.5,0.3,1.8,0.0001,5
2,5,81,172,0.001,5
14,15,42,73,0.0001,5
15,139,160,343,0.001,5
5.2,195.4,121.6,296.2,1,5
47,120,90,198,3,5
4.6,210.1,104.6,259,0.4,5
24.5,212.9,113.3,313.9,1.7,5
37,96,19,57,0.001,5
4.7,113.8,52.3,137.1,0,5
3.7,153.8,98.9,195.2,0.1,5
35,283,121,222,0.0001,5
231,3997,1726,5584,0.001,5
5.1,129.3,60.8,147.6,0,5
13.3,173.1,87.5,215.4,0.3,5
24700,61000,26300,42100,1560,5
57,141,38,51,0.001,5
109,102,28,91,0.0001,5
33.6,224.6,120.9,334.5,3,5
1.8,118.2,75.9,148.5,0,5
23.33,199.24,102.8,271.78,0.78,5
8.3824,225.9101,135.3591,324.2876,0.5071,5
24,78,266,779,7,5
200,700,250,740,1,5
6.2,135.4,72.1,165,0.2,5
0.001,4.9,81,172,0.001,5
4.7,117.1,62.5,147.7,0,5
9,166.3,92,209.1,0,5
26.1,224.1,115.8,320.9,1.9,5
8.3,168.7,103.5,228.5,0,5
2004,9739,2750,5113,0.0001,5
54,143,23,101,0.001,5
9.1,155,102.3,218.6,0.1,5
4,137.4,68.3,149.1,0,5
32.2,214.5,110.6,310.8,2.3,5
14,15,42,73,0.001,5
41,65,22,58,0.0001,5
5.3,119.6,60.6,139.1,0,5
80,619,326,2480,0.001,5
6.8,156.5,90.4,191.3,0,5
31,63,246,714,7,5
19,47,27,62,0.0001,5
16,98,35,64,0.001,5
111,559,243,707,0,5
0.0001,4.9,81,172,0.0001,5
4.4,113.2,47.4,124.8,0,5
2,123,7,18,0.001,5
46.9,161.6,94.1,193.6,0.56,5
507,1053,297,1440,17,5
0.0001,6,52,67,0.0001,5
2.5,136.2,89.8,170.4,0,5
180,175,75,50,4,5
18,63,20,51,0.001,5
23.51,61.33,45.21,98.03,1.01,5
5.1,112.4,52.5,134.3,0,5
5.6,155.8,104.2,219.6,0.2,5
679,4992,1823,3671,0,5
18,63,20,51,0.0001,5
4.1,115.3,51,128.6,0,5
32.4,214.9,92.7,268.6,2.1,5
5.5,122.4,58.8,145.4,0,5
41,217.3,97.9,284.3,2.5,5
59,119,36,70,0.001,5
9.7,170.6,95.8,225.8,0,5
4.2,127.7,68.7,161,0,5
8.7,166.1,101.8,220.9,0,5
48.8,198.5,107.1,307.6,3,5
4.3,142.1,88.1,177.6,0.1,5
17.5,195.9,109.9,296,1.3,5
4.3,134.2,75.1,158.9,0.1,5
3.2,120.2,60,144.7,0,5
3.2,97.9,53.4,115.2,0.1,5
24.2,174.4,78.3,229.2,1.5,5
2.5,136.7,87.1,173.2,0,5
4.9824,206.3012,101.2695,288.5847,3.0757,5
15.9,210.4,102,279.8,1.1,5
26,398,85,319,0.0001,5
151,242,68,232,0.001,5
11.5,184.8,102,235.4,0,5
300,490,180,360,95,5
64.4,371.6,176,518.9,1.7,5
3,5,90,185,3,5
4.7,112.9,60.6,144.1,0,5
295,1466,331,1295,32,5
43,116,65,139,0.0001,5
2,5,81,172,0.0001,5
360,610,259,260,9,5
4.1,122.7,59,142.6,0,5
9.5,164.3,93.5,216.6,0,5
8.1,153,87.6,194.3,0,5
2.5,124.7,83.6,163.1,0.1,5
15,159,29,87,0.0001,5
110.6,458.8,242.6,406.4,0.0001,5
12.4,207,118.6,312.3,1.1,5
15,139,160,343,0.0001,5
20,41.9,20.2,44.2,0.38,5
4.8,115.6,52.1,141.6,0,5
5.2,126.8,66.4,162.6,0,5
93,58,37,43,0,5
3.5,197.3,112.4,271.7,0.2,5
34.8,212.8,106.9,306.2,2.2,5
26,398,85,319,0.001,5
17.8,209.4,113.8,302.2,0.9,5
41,65,22,58,0.001,5
160,130,33,96,0.1,5
109,226,68,192,0.0001,5
72,442,221,461,0.7,5
78,70.1,294.8,635.8,12.2,5
35,283,121,222,0.001,5
59.3,374.5,205.2,615.3,1.9,5
4.9,141,81.9,168.5,0.1,5
4.3,141.2,86.9,175.3,0.1,5
3.4,115.8,53,134.1,0,5
27,90,42,63,0.2,5
23.9,186.5,99.9,278.9,1.8,5
4.099,204.407,117.493,290.0923,0.4097,5
38,228.5,116.9,335.9,3,5
43,116,65,139,0.001,5
24.6,175.3,95.5,224.6,0.2,5
3.7,118.2,66.9,157.4,0.2,5
613,3240,1432,2788,0.0001,5
7.5,148.7,81,179.6,0,5
5,206.3,101.3,288.6,3.1,5
7.5,185.6,101.6,261.4,0.9,5
54,143,23,101,0.0001,5
3.6,118.3,73.8,147.8,0,5
5.7,207,116.7,291.1,0.6,5
36.7,207,107.7,312.4,2.9,5
8.1,202.3,115.4,300.7,1.1,5
4.2,122.2,65,154.4,0,5
4.4,127.5,65.9,159.2,0,5
4.5,144.1,100.7,193.9,0.1,5
4.9,228.9,121.3,306.5,0,5
9,139.7,80.8,180.8,0,5
57,141,38,51,0.0001,5
4,121.4,64,153,0,5
2,123,7,18,0.0001,5
16,98,35,64,0.0001,5
23.2,219.5,118.3,326,1.6,5
19.2,211.5,114.3,308.5,1.3,5
185,302,27,33,0.0001,5
5.7,125.8,64.5,155.4,0,5
4.9,114.6,56,137.5,0,5
109,226,68,192,0.001,5
22.2,50.7,25.1,56.9,0,5
62,425,276,651,26,5
3.4,109.2,45.9,136.5,0,5
5.3,209.6,125.2,305.8,0.6,5
0.001,6,52,67,0.001,5
88.7,460.8,94.9,184.6,18.3,5
0.67,0.224,0.045,0.067,0.002,5
3.5,117.1,60.1,141,0,5
7.8,152.4,90,194.1,0,5
31,56,33,77,0.001,5
128,419,269.5,614.1,0.35,5
13.1,200.9,99.9,275.6,1.1,5
51.7,308.2,168.3,491.6,2.3,5
25,49,42,58,0.0001,5
73,177,37,52,0.0001,5
29.2,226.4,110.3,311.3,2.1,5
152,32,28,55,0.0001,5
4.8,112.1,55.2,134.7,0,5
670,224,45,67,2,5
3.162,186.1108,91.1862,226.6299,0.3633,5
50,274,95,320,6.3,5
7.7,159.6,94.5,216.8,0.3,5
5.1,129.5,60.7,150.8,0,5
890,110,3,84,700,6
1309,124,113,6,0.0001,6
1458,9,1812,0.001,0.001,6
134,13,156,0.001,0.001,6
116,14,134,5.3,0.001,6
9.82,0.98,11.21,2.37,0.02,6
26788,18342,2111,27,0.001,6
183,6,0.001,5,0.001,6
407,28,15,21,0.001,6
565,99,37,28,0,6
110,7,0.001,0.001,0.001,6
9.2,0.14,5.9,1.9,0.02,6
980,73,58,12,0.0001,6
895,30,102,2,0,6
797,5,4,6,5,6
240,17,0,5,40,6
106,4,2,1,0.0001,6
980,73,58,12,0.001,6
85.87,7.01,4.49,2.64,0.0001,6
1308,125,112,6,0,6
88,9,0.0001,0.03,0.0001,6
6600,1000,38,2,19,6
485,35,29,6,0.0001,6
33046,619,58,0,2,6
60,5,1,6,29,6
166,21,38,6,0.0001,6
8266,1061,22,0.001,0.001,6
16000,3600,670,14,0.001,6
109,4,11,9,0.0001,6
1950,123,38,2,2,6
650,53,20,0,34,6
2240,360,25,169,828,6
8266,1061,22,0,0,6
259,2,2,2,15,6
126,251,106,180,26,6
183,6,0.0001,5,0.0001,6
2437,116.8,22.8,3.5,0.2,6
463,96,18,77,58,6
450,91,18,102,32,6
24.3,15.7,6.4,11.2,29.8,6
524,17,33,22,3,6
1043,38,5,0.7,0,6
6245,755,152,3,0,6
92600,10200,0.0001,0.0001,0.0001,6
2083,85.6,18.4,2.6,0,6
33046,619,58,2,0.0001,6
32930,2397,157,0.001,0.001,6
1076,95,71,231,4,6
103.5,4.7,16.3,3.5,0.001,6
105,23,13,4,3,6
2131,24,36,33,5,6
180.85,0.574,0.234,0.188,0,6
2091,149,20,3,0.001,6
195.9,14.5,11.6,2.4,0.0001,6
150,11.6,50.6,29,1.1,6
4480,560,380,403,896,6
2240,560,380,450,940,6
103.5,4.7,16.3,3.5,0.0001,6
37800,1740,249,8,8,6
16000,4000,500,8500,16000,6
181.5,22,76,3.7,0.0001,6
92600,10200,1,2,0.0001,6
6842,544,76.1,2.08,0.36,6
650,53,35,20,0.0001,6
237,16,55,2,1,6
41,112,0.0001,254,4536,6
100,18,0.001,0.001,0.001,6
26788,18342,2111,27,0,6
5000,4000,2000,2000,8000,6
225.5,17.6,8.4,3,0,6
8290,821,223,4,0,6
111.7,19.4,104.1,6.4,3.8,6
110,7,0.0001,0.0001,0.0001,6
480.5,37,30,6,0,6
560,0,0.6,0.7,0,6
40280,1069,1060,1,1,6
2073,85.6,17.4,2.6,0,6
295,22,26,6,0,6
221,17,48,1,0,6
2587.2,112.25,4.704,1.4,0.0001,6
654,55,34,20,0,6
116,14,134,5.3,0.0001,6
518,38,104,0,0,6
16000,3600,670,14,0.0001,6
2240,168,25,0.0001,0.0001,6
197,12,6.6,15,0.0001,6
870,77,73,54,14,6
2091,149,20,3,0.0001,6
92600,10200,0.001,0.001,0.001,6
101,8.1,0.001,3,0.001,6
187,5,1,0.001,0.001,6
180.85,0.574,0.234,0.188,0.0001,6
32930,2397,157,0,0,6
109,16,0.001,0.001,0.001,6
1549.2,10.2,0.001,53.19,0.001,6
1549.2,10.2,0.0001,53.19,0.0001,6
60.68,49.79,9.1,1.79,0,6
568,26.5,6.9,2.1,0,6
160,24.7,38.5,0.001,0.001,6
449,89,15,78,60,6
92.8,6.75,0.44,0.0001,0.0001,6
110,5,2,3,15,6
134,13,156,0.0001,0.0001,6
121,3,1,0.001,0.001,6
187,5,1,0.0001,0.0001,6
36036,4704,554,5,10,6
626,46,54,31,4,6
225.5,17.6,8.4,3,0.07,6
8266,1061,22,0.0001,0.0001,6
121,3,1,0.0001,0.0001,6
195,5.3,0.001,0.001,0.001,6
92.18,75.4,15.03,1.75,0,6
33046,619,58,2,0.001,6
1587,38,57,20,2,6
11500,899,103,10,5,6
313.9,30.6,7.59,5.89,0.3,6
650,53,35,20,0.001,6
137,18,16,2,0,6
134,13,267,0.001,0.001,6
1076,95,4,71,231,6
92600,10200,0,0,0,6
111,159,28,364,2,6
73,8,4,2,12,6
32930,2397,157,0.0001,0.0001,6
26788,18342,2111,27,0.0001,6
63.78,52.35,9.68,1.75,0,6
9340,995,60,6,7,6
559,8.2,0.9,1.7,0,6
197,12,6.6,15,0.001,6
980,73,58,12,0,6
44.63,35.36,7.59,1.68,0,6
743,74,39,6,0,6
106,4,2,1,0.001,6
235,16,0.001,35,0.001,6
