h2,ch4,c2h6,c2h4,c2h2,act
240.0,20.0,5.0,28.0,96.0,3
16.0,7.0,9.0,23.0,78.0,3
418.0,56.0,21.0,14.0,96.0,3
35.2,2.6,1.9,5.3,18.3,3
5.26,0.0001,0.0001,28.2,66.4,3
51.1,7.1,1.7,5.9,9.2,3
174.0,27.0,6.0,12.0,29.0,3
186.0,38.3,13.0,37.0,85.9,3
153.0,18.0,9.0,0.0001,11.0,3
33.0,15.2,2.5,4.0,14.0,3
83.714,8.067,5.175,3.0441,0.0,3
8.0,0.0,0.0,43.0,101.0,3
345.0,112.3,27.5,51.5,58.8,3
126.0,5.0,1.0,6.0,24.0,3
132.92,32.82,7.64,19.4,40.36,3
650.0,53.0,34.0,20.0,0.0,3
44.482,50.357,4.616,0.0,0.5455,3
78.0,161.0,86.0,353.0,10.0,3
24.2,3.2,3.7,16.6,101.0,3
200.0,50.0,40.0,50.0,6.0,3
78.0,44.0,59.0,42.0,29.0,3
24.32,16.36,1.67,30.18,27.47,3
66.0,8.27,8.21,9.21,8.21,3
380.0,9.7,3.1,2.4,0.5,3
10.0,4.0,2.0,9.0,36.0,3
45.2,3.6,2.9,8.3,18.3,3
16.0,5.0,4.0,17.0,56.0,3
115.9,75.0,14.7,25.3,6.8,3
160.0,10.0,3.0,1.0,1.0,3
119.0,8.0,23.3,7.9,12.3,3
476.0,28.0,27.0,36.0,148.0,3
34.4,21.9,3.2,45.0,19.6,3
30.0,62.0,60.0,460.0,3.4,3
163.0,26.0,7.0,19.0,133.0,3
56.0,334.1,75.0,32.0,31.0,3
80.0,233.0,134.0,218.0,43.0,3
142.0,17.0,4.0,7.0,38.0,3
980.0,73.0,58.0,12.0,0.0,3
170.0,24.0,7.0,17.0,54.0,3
256.0,8.0,37.4,15.0,21.1,3
208.0,7.6,27.5,9.7,14.4,3
266.0,30.2,4.9,26.2,60.2,3
31.8,25.0,8.2,12.9,5.7,3
307.0,22.0,2.0,33.0,109.0,3
119.0,8.0,20.0,0.0001,21.0,3
63.6,44.3,10.2,30.3,10.7,3
73.0,17.0,104.0,21.0,25.0,3
12.0,6.0,5.0,5.0,45.0,3
135.0,27.0,24.0,9.0,13.0,3
274.0,27.0,5.0,33.0,97.0,3
179.0,29.0,10.0,17.0,33.0,3
170.0,271.0,141.0,231.0,39.0,3
22.5,8.5,1.2,7.3,8.4,3
120.0,25.0,1.0,8.0,40.0,3
100.0,94.0,22.0,304.0,118.0,3
75.0,32.0,7.5,23.0,3.4,3
45.0,15.0,1.0,19.0,18.0,3
12.0,14.6,7.2,14.4,0.98,3
106.0,24.0,4.0,28.0,37.0,3
153.0,18.0,9.0,0.001,11.0,3
95.0,10.0,0.001,11.0,39.0,3
225.0,4.7,0.001,8.7,89.0,3
46.7,8.2,1.8,5.1,4.1,3
96.0,13.7,3.8,35.6,5.4,3
11.9,12.4,5.9,13.6,1.03,3
115.0,25.5,110.0,12.2,8.6,3
61.3944,10.8221,4.1623,10.4058,13.2154,3
10.0,7.0,5.0,5.0,53.0,3
345.0,112.0,28.0,52.0,59.0,3
225.0,4.7,0.0001,8.7,89.0,3
12.0,6.0,5.0,16.0,51.0,3
14.2,4.0,1.4,1.5,9.51,3
53.9,8.3,1.1,6.0,7.1,3
19.0,10.0,7.9,9.5,8.5,3
80.0,20.0,6.0,20.0,62.0,3
14.1,4.0,1.3,1.5,9.5,3
39.3,37.1,11.6,77.4,9.3,3
4.1,3.5,0.68,1.2,5.2,3
23.0,63.0,54.0,10.0,0.3,3
11.0,271.0,465.0,32.0,0.001,4
56.0,78.0,18.0,21.0,0.0,4
23.51,61.33,45.21,98.03,0.77,4
6.14,51.78,21.14,6.82,0.12,4
21.0,14.0,191.0,90.0,0.001,4
78.0,66.0,283.0,2.6,0.001,4
19.0,62.0,95.0,5.0,0.0001,4
46.0,98.0,41.3,26.3,0.0,4
27.0,30.0,23.0,2.4,0.1,4
113.0,137.0,173.0,34.0,0.0001,4
27.0,28.0,136.0,8.0,0.001,4
111.0,67.0,105.0,9.0,0.001,4
11.0,31.0,26.0,52.0,0.0,4
9.0,38.0,93.0,8.0,0.0001,4
74.8,30.1,82.3,13.6,0.0001,4
16.0,68.0,157.0,19.0,0.0001,4
74.0,173.0,263.0,33.0,0.001,4
320.0,131.0,187.0,127.0,0.0001,4
27.0,28.0,136.0,8.0,0.0001,4
10.0,26.0,147.0,6.0,0.001,4
159.8,438.7,312.4,644.6,0.38,4
0.0001,224.0,0.0001,45.0,0.0001,4
95.0,110.0,160.0,50.0,0.001,4
14.0,44.0,124.0,7.0,1.0,4
6.0,38.0,93.0,32.0,0.001,4
0.001,43.0,146.0,9.0,0.001,4
34.0,8.6,70.3,3.1,0.0001,4
15.33,22.18,17.78,44.71,0.0,4
32.7586,44.2529,10.9195,12.069,0.0,4
160.0,130.0,33.0,96.0,0.0,4
15.21,61.25,53.94,81.83,0.0,4
66.0,201.5,220.0,99.8,0.0,4
6.0,3.0,0.8,0.7,0.0001,4
55.0,22.0,0.5,2.6,0.0001,4
44.2,101.0,13.0,11.8,0.45,4
57.0,77.0,19.0,21.0,0.0,4
0.001,153.0,395.0,11.7,0.001,4
33.5617,33.5617,9.2295,23.4932,0.1538,4
16.0,105.0,224.0,15.0,0.0001,4
166.6,28.3,6.72,12.4,0.3,4
92.0,27.0,67.0,7.0,0.0001,4
160.0,130.0,33.0,96.0,0.0001,4
45.0,125.0,111.0,25.0,0.001,4
12.0,28.0,102.0,3.0,0.0001,4
7.46,9.4,8.48,15.47,0.11,4
87.2,73.18,27.14,56.88,0.0001,4
128.0,419.0,269.4,614.1,0.35,4
18.0,30.0,146.0,8.0,0.0001,4
27.4,63.2,32.7,37.8,0.2,4
17.0,21.0,118.0,0.001,4.0,4
83.0,35.0,4.9,86.0,5.1,4
0.98,43.83,26.8,28.39,0.0,4
74.0,100.0,85.0,17.0,0.001,4
18.6,78.4,31.2,21.5,2.9,4
320.0,131.0,187.0,127.0,0.001,4
54.9,8.8,80.0,2.5,0.001,4
13.1,44.7,91.5,213.3,4.2,4
166.6,28.31,6.72,12.4,0.3,4
69.0,174.0,267.0,15.0,0.0001,4
121.0,73.0,179.0,11.0,0.001,4
13.0,138.0,83.0,16.0,0.0001,4
36.0,21.0,65.0,2.0,0.0001,4
19.0,48.0,76.0,18.0,0.0001,4
160.0,130.0,33.0,96.0,0.001,4
54.9,8.8,80.0,2.5,0.0001,4
29.0,71.0,158.0,20.0,0.001,4
16.0,105.0,224.0,15.0,0.001,4
157.0,46.0,76.0,12.0,0.0001,4
74.8,30.1,82.3,13.6,0.001,4
50.0,3.0,1.0,0.0001,0.0001,4
115.0,129.0,316.0,36.0,0.0001,4
6.0,197.0,476.9,16.9,0.001,4
18.0,20.0,6.0,12.0,2.0,4
27.0,90.0,42.0,73.0,0.2,4
6.0,197.0,476.9,16.9,0.0001,4
36.0,21.0,65.0,2.0,0.001,4
130.0,140.0,2.0,120.0,0.001,4
38.0,38.0,296.0,14.0,0.0001,4
37.0,123.0,67.0,52.0,0.0001,4
15.0,7.0,92.0,5.0,0.001,4
10.0,24.0,80.0,5.0,0.001,4
42.0,124.0,1.0,8.0,0.001,4
79.0,40.0,264.0,10.0,0.001,4
16.4,45.5,68.7,3.8,0.0001,4
26.7,90.6,49.2,95.0,0.5,4
4.9,21.0,15.0,69.3,3.8,4
9.0,16.7,9.9,85.3,3.4,4
72.0,442.0,221.0,461.0,0.7,4
55.0,22.0,358.0,2.6,0.0001,4
36.0,167.0,230.0,18.0,0.0001,4
112.0,68.0,136.0,9.0,0.0001,4
45.0,125.0,111.0,25.0,0.0001,4
14.0,62.0,16.0,3.0,0.0001,4
10.0,26.0,147.0,6.0,0.0001,4
14.0,14.0,124.0,7.0,1.0,4
0.0001,43.0,146.0,9.0,0.0001,4
93.5,131.9,39.0,11.7,0.0001,4
13.0,138.0,83.0,16.0,0.001,4
128.0,35.0,213.0,17.0,0.0001,4
70.1,278.0,244.8,635.8,12.2,4
219.0,44.0,3.0,3.0,0.0001,4
78.0,66.0,283.0,2.6,0.0001,4
29.9,34.6,5.6,70.0,1.2,4
29.0,71.0,158.0,20.0,0.0001,4
12.0,28.0,102.0,3.0,0.001,4
13.0,59.0,117.0,44.0,0.001,4
93.0,58.0,43.0,37.0,0.0,4
24.0,109.0,69.0,0.001,0.001,4
43.0,28.0,72.0,9.0,0.0001,4
16.0,68.0,157.0,19.0,0.001,4
9.0,38.0,93.0,8.0,0.001,4
18.0,82.8,4.3,3.1,0.0,4
37.0,47.0,10.0,5.5,0.0001,4
122.0,161.0,271.0,35.0,0.001,4
12.0,290.0,144.0,355.0,0.0,4
66.0,60.0,2.0,7.0,0.0001,4
187.0,86.0,155.0,21.0,6.0,4
40.2597,25.1082,18.6147,16.0173,0.0,4
10.0,44.0,106.0,28.0,0.0001,4
7.8105,30.4018,17.3722,43.3893,1.0262,4
10.0,63.0,176.0,35.0,0.001,4
124.0,166.0,87.0,59.0,0.0001,4
5.5,9.2,7.7,2.0,0.0,4
140.0,173.0,45.0,17.0,0.0,4
5.5,9.6,3.9,50.0,1.5,4
161.0,38.0,210.0,13.0,0.001,4
21.8,120.7,86.6,42.1,0.9,4
230.0,572.4,343.0,768.9,0.51,4
24.0,109.0,69.0,0.0001,0.0001,4
124.0,166.0,87.0,59.0,0.001,4
93.5,131.9,39.0,11.7,0.001,4
10.0,63.0,176.0,35.0,0.0001,4
7.0,15.0,78.0,58.0,0.0001,4
10.0,56.0,72.0,70.0,0.0001,4
29.9,24.1,34.3,92.5,0.6,4
43.0,28.0,72.0,9.0,0.001,4
0.001,116.0,70.0,0.001,0.001,4
148.7,247.5,178.7,192.2,0.9,4
11.0,46.0,155.0,18.0,0.0001,4
24.0,47.0,113.0,10.0,0.0001,4
31.2,8.9,119.0,4.4,0.001,4
181.0,262.0,210.0,528.0,0.0,4
247.7,148.7,78.7,192.7,0.9,4
113.0,137.0,173.0,34.0,0.001,4
23.0,11.8,3.0,0.6,0.0,4
1.0,27.0,49.0,4.0,1.0,4
130.0,140.0,24.0,120.0,0.0001,4
16.0,80.0,134.0,10.0,0.001,4
120.0,120.0,33.0,84.0,0.55,4
505.57,475.35,242.3,524.45,3.29,4
7.0,15.0,78.0,58.0,0.001,4
5.0,14.0,234.0,5.0,0.001,4
13.2,18.7,97.4,79.5,4.7,4
86.0,8.0,2.5,2.5,0.0001,4
78.0,66.0,62.0,2.6,0.0001,4
79.0,40.0,264.0,10.0,0.0001,4
181.0,262.0,41.0,28.0,0.001,4
69.0,174.0,267.0,15.0,0.001,4
36.0,167.0,230.0,18.0,0.001,4
9.0,56.0,135.0,7.0,1.0,4
139.0,714.0,351.0,634.0,0.0,4
181.0,262.0,41.0,28.0,0.0,4
85.0,98.0,315.0,30.0,0.0001,4
10.0,56.0,72.0,70.0,0.001,4
130.0,140.0,2.0,120.0,0.0001,4
24.7,20.4,117.0,71.0,6.8,4
23.0,6.0,172.0,23.0,31.0,4
25.0,29.0,137.0,8.0,0.0001,4
143.2,123.0,38.0,75.0,0.0001,4
0.0001,33.7,136.0,11.4,0.0001,4
181.0,262.0,41.0,28.0,0.0001,4
8.0,16.0,88.0,7.0,0.001,4
181.0,162.0,70.0,132.0,0.0001,4
259.0,863.0,393.0,994.0,6.0,4
13.0,59.0,117.0,44.0,0.0001,4
16.0,68.0,124.0,15.0,0.0001,4
15.0,7.0,92.0,5.0,0.0001,4
27.0,49.0,192.0,9.0,0.001,4
20.0,132.0,61.0,17.0,0.001,4
170.0,320.0,53.0,520.0,3.2,4
21.0,14.0,191.0,90.0,0.0001,4
42.0,124.0,1.0,8.0,0.0001,4
12.0,18.0,4.0,4.0,0.0001,4
157.0,46.0,76.0,12.0,0.001,4
18.0,30.0,146.0,8.0,0.001,4
122.0,161.0,271.0,35.0,0.0001,4
22.1,118.9,33.5,97.3,8.0,4
137.0,97.0,12.0,29.0,1.5,4
161.0,38.0,210.0,13.0,0.0001,4
0.001,33.7,136.0,11.4,0.001,4
4.32,193.0,118.0,125.0,0.0,4
12.6,105.54,96.75,58.32,0.0,4
36.0,94.0,78.0,13.0,2.0,4
24.0,47.0,113.0,10.0,0.001,4
31.2,8.9,119.0,4.4,0.0001,4
46.9,161.6,94.1,193.0,0.56,4
19.0,62.0,95.0,5.0,0.001,4
121.0,73.0,179.0,11.0,0.0001,4
23.0,61.0,14.0,153.0,4.4,4
0.0001,116.0,70.0,0.0001,0.0001,4
0.0001,153.0,395.0,11.7,0.0001,4
10.6,218.2,110.7,303.2,0.0,5
30.4,117.0,44.2,138.0,0.1,5
9.2,171.6,102.1,226.1,0.0,5
6.0,127.9,65.5,158.9,0.0,5
9.2,151.1,94.1,202.6,0.0,5
2.1,135.2,91.8,174.1,0.0,5
119.0,670.0,286.0,934.0,19.0,5
6.6,153.3,75.5,172.5,0.1,5
4.7,146.5,89.5,177.2,0.2,5
24.0,34.6,14.2,21.7,0.0001,5
2.7,135.4,93.5,174.7,0.0,5
2.8,134.3,87.8,168.8,0.0,5
6.9,168.0,106.3,225.4,0.0,5
40.66,224.65,118.9,340.11,3.14,5
3.0,117.5,61.4,145.7,0.0,5
14.6,188.4,83.3,147.4,0.0,5
3.8,119.0,62.7,149.9,0.0,5
3.6,121.6,57.1,143.2,0.0,5
20.37,59.79,45.24,80.49,0.0001,5
4.8,146.7,91.7,187.6,0.1,5
5.4,140.7,79.1,176.4,0.0,5
59.0,119.0,36.0,70.0,0.0001,5
0.7,1.5,0.3,1.8,0.0001,5
2.0,5.0,81.0,172.0,0.001,5
14.0,15.0,42.0,73.0,0.0001,5
15.0,139.0,160.0,343.0,0.001,5
5.2,195.4,121.6,296.2,1.0,5
47.0,120.0,90.0,198.0,3.0,5
4.6,210.1,104.6,259.0,0.4,5
24.5,212.9,113.3,313.9,1.7,5
37.0,96.0,19.0,57.0,0.001,5
4.7,113.8,52.3,137.1,0.0,5
3.7,153.8,98.9,195.2,0.1,5
35.0,283.0,121.0,222.0,0.0001,5
5.1,129.3,60.8,147.6,0.0,5
13.3,173.1,87.5,215.4,0.3,5
57.0,141.0,38.0,51.0,0.001,5
109.0,102.0,28.0,91.0,0.0001,5
33.6,224.6,120.9,334.5,3.0,5
1.8,118.2,75.9,148.5,0.0,5
23.33,199.24,102.8,271.78,0.78,5
8.3824,225.9101,135.3591,324.2876,0.5071,5
24.0,78.0,266.0,779.0,7.0,5
200.0,700.0,250.0,740.0,1.0,5
6.2,135.4,72.1,165.0,0.2,5
0.001,4.9,81.0,172.0,0.001,5
4.7,117.1,62.5,147.7,0.0,5
9.0,166.3,92.0,209.1,0.0,5
26.1,224.1,115.8,320.9,1.9,5
8.3,168.7,103.5,228.5,0.0,5
54.0,143.0,23.0,101.0,0.001,5
9.1,155.0,102.3,218.6,0.1,5
4.0,137.4,68.3,149.1,0.0,5
32.2,214.5,110.6,310.8,2.3,5
14.0,15.0,42.0,73.0,0.001,5
41.0,65.0,22.0,58.0,0.0001,5
5.3,119.6,60.6,139.1,0.0,5
6.8,156.5,90.4,191.3,0.0,5
31.0,63.0,246.0,714.0,7.0,5
19.0,47.0,27.0,62.0,0.0001,5
16.0,98.0,35.0,64.0,0.001,5
111.0,559.0,243.0,707.0,0.0,5
0.0001,4.9,81.0,172.0,0.0001,5
4.4,113.2,47.4,124.8,0.0,5
2.0,123.0,7.0,18.0,0.001,5
46.9,161.6,94.1,193.6,0.56,5
0.0001,6.0,52.0,67.0,0.0001,5
2.5,136.2,89.8,170.4,0.0,5
180.0,175.0,75.0,50.0,4.0,5
18.0,63.0,20.0,51.0,0.001,5
23.51,61.33,45.21,98.03,1.01,5
5.1,112.4,52.5,134.3,0.0,5
5.6,155.8,104.2,219.6,0.2,5
18.0,63.0,20.0,51.0,0.0001,5
4.1,115.3,51.0,128.6,0.0,5
32.4,214.9,92.7,268.6,2.1,5
5.5,122.4,58.8,145.4,0.0,5
41.0,217.3,97.9,284.3,2.5,5
59.0,119.0,36.0,70.0,0.001,5
9.7,170.6,95.8,225.8,0.0,5
4.2,127.7,68.7,161.0,0.0,5
8.7,166.1,101.8,220.9,0.0,5
48.8,198.5,107.1,307.6,3.0,5
4.3,142.1,88.1,177.6,0.1,5
17.5,195.9,109.9,296.0,1.3,5
4.3,134.2,75.1,158.9,0.1,5
3.2,120.2,60.0,144.7,0.0,5
3.2,97.9,53.4,115.2,0.1,5
24.2,174.4,78.3,229.2,1.5,5
2.5,136.7,87.1,173.2,0.0,5
4.9824,206.3012,101.2695,288.5847,3.0757,5
15.9,210.4,102.0,279.8,1.1,5
26.0,398.0,85.0,319.0,0.0001,5
151.0,242.0,68.0,232.0,0.001,5
11.5,184.8,102.0,235.4,0.0,5
300.0,490.0,180.0,360.0,95.0,5
64.4,371.6,176.0,518.9,1.7,5
3.0,5.0,90.0,185.0,3.0,5
4.7,112.9,60.6,144.1,0.0,5
43.0,116.0,65.0,139.0,0.0001,5
2.0,5.0,81.0,172.0,0.0001,5
360.0,610.0,259.0,260.0,9.0,5
4.1,122.7,59.0,142.6,0.0,5
9.5,164.3,93.5,216.6,0.0,5
8.1,153.0,87.6,194.3,0.0,5
2.5,124.7,83.6,163.1,0.1,5
15.0,159.0,29.0,87.0,0.0001,5
110.6,458.8,242.6,406.4,0.0001,5
12.4,207.0,118.6,312.3,1.1,5
15.0,139.0,160.0,343.0,0.0001,5
20.0,41.9,20.2,44.2,0.38,5
4.8,115.6,52.1,141.6,0.0,5
5.2,126.8,66.4,162.6,0.0,5
93.0,58.0,37.0,43.0,0.0,5
3.5,197.3,112.4,271.7,0.2,5
34.8,212.8,106.9,306.2,2.2,5
26.0,398.0,85.0,319.0,0.001,5
17.8,209.4,113.8,302.2,0.9,5
41.0,65.0,22.0,58.0,0.001,5
160.0,130.0,33.0,96.0,0.1,5
109.0,226.0,68.0,192.0,0.0001,5
72.0,442.0,221.0,461.0,0.7,5
78.0,70.1,294.8,635.8,12.2,5
35.0,283.0,121.0,222.0,0.001,5
59.3,374.5,205.2,615.3,1.9,5
4.9,141.0,81.9,168.5,0.1,5
4.3,141.2,86.9,175.3,0.1,5
3.4,115.8,53.0,134.1,0.0,5
27.0,90.0,42.0,63.0,0.2,5
23.9,186.5,99.9,278.9,1.8,5
4.099,204.407,117.493,290.0923,0.4097,5
38.0,228.5,116.9,335.9,3.0,5
43.0,116.0,65.0,139.0,0.001,5
24.6,175.3,95.5,224.6,0.2,5
3.7,118.2,66.9,157.4,0.2,5
7.5,148.7,81.0,179.6,0.0,5
5.0,206.3,101.3,288.6,3.1,5
7.5,185.6,101.6,261.4,0.9,5
54.0,143.0,23.0,101.0,0.0001,5
3.6,118.3,73.8,147.8,0.0,5
5.7,207.0,116.7,291.1,0.6,5
36.7,207.0,107.7,312.4,2.9,5
8.1,202.3,115.4,300.7,1.1,5
4.2,122.2,65.0,154.4,0.0,5
4.4,127.5,65.9,159.2,0.0,5
4.5,144.1,100.7,193.9,0.1,5
4.9,228.9,121.3,306.5,0.0,5
9.0,139.7,80.8,180.8,0.0,5
57.0,141.0,38.0,51.0,0.0001,5
4.0,121.4,64.0,153.0,0.0,5
2.0,123.0,7.0,18.0,0.0001,5
16.0,98.0,35.0,64.0,0.0001,5
23.2,219.5,118.3,326.0,1.6,5
19.2,211.5,114.3,308.5,1.3,5
185.0,302.0,27.0,33.0,0.0001,5
5.7,125.8,64.5,155.4,0.0,5
4.9,114.6,56.0,137.5,0.0,5
109.0,226.0,68.0,192.0,0.001,5
22.2,50.7,25.1,56.9,0.0,5
62.0,425.0,276.0,651.0,26.0,5
3.4,109.2,45.9,136.5,0.0,5
5.3,209.6,125.2,305.8,0.6,5
0.001,6.0,52.0,67.0,0.001,5
88.7,460.8,94.9,184.6,18.3,5
0.67,0.224,0.045,0.067,0.002,5
3.5,117.1,60.1,141.0,0.0,5
7.8,152.4,90.0,194.1,0.0,5
31.0,56.0,33.0,77.0,0.001,5
128.0,419.0,269.5,614.1,0.35,5
13.1,200.9,99.9,275.6,1.1,5
51.7,308.2,168.3,491.6,2.3,5
25.0,49.0,42.0,58.0,0.0001,5
73.0,177.0,37.0,52.0,0.0001,5
29.2,226.4,110.3,311.3,2.1,5
152.0,32.0,28.0,55.0,0.0001,5
4.8,112.1,55.2,134.7,0.0,5
670.0,224.0,45.0,67.0,2.0,5
3.162,186.1108,91.1862,226.6299,0.3633,5
50.0,274.0,95.0,320.0,6.3,5
7.7,159.6,94.5,216.8,0.3,5
5.1,129.5,60.7,150.8,0.0,5
134.0,13.0,156.0,0.001,0.001,6
116.0,14.0,134.0,5.3,0.001,6
9.82,0.98,11.21,2.37,0.02,6
183.0,6.0,0.001,5.0,0.001,6
407.0,28.0,15.0,21.0,0.001,6
565.0,99.0,37.0,28.0,0.0,6
110.0,7.0,0.001,0.001,0.001,6
9.2,0.14,5.9,1.9,0.02,6
980.0,73.0,58.0,12.0,0.0001,6
895.0,30.0,102.0,2.0,0.0,6
797.0,5.0,4.0,6.0,5.0,6
240.0,17.0,0.0,5.0,40.0,6
106.0,4.0,2.0,1.0,0.0001,6
980.0,73.0,58.0,12.0,0.001,6
85.87,7.01,4.49,2.64,0.0001,6
88.0,9.0,0.0001,0.03,0.0001,6
485.0,35.0,29.0,6.0,0.0001,6
60.0,5.0,1.0,6.0,29.0,6
166.0,21.0,38.0,6.0,0.0001,6
109.0,4.0,11.0,9.0,0.0001,6
650.0,53.0,20.0,0.0,34.0,6
259.0,2.0,2.0,2.0,15.0,6
126.0,251.0,106.0,180.0,26.0,6
183.0,6.0,0.0001,5.0,0.0001,6
463.0,96.0,18.0,77.0,58.0,6
450.0,91.0,18.0,102.0,32.0,6
24.3,15.7,6.4,11.2,29.8,6
524.0,17.0,33.0,22.0,3.0,6
1043.0,38.0,5.0,0.7,0.0,6
1076.0,95.0,71.0,231.0,4.0,6
103.5,4.7,16.3,3.5,0.001,6
105.0,23.0,13.0,4.0,3.0,6
180.85,0.574,0.234,0.188,0.0,6
195.9,14.5,11.6,2.4,0.0001,6
150.0,11.6,50.6,29.0,1.1,6
103.5,4.7,16.3,3.5,0.0001,6
181.5,22.0,76.0,3.7,0.0001,6
650.0,53.0,35.0,20.0,0.0001,6
237.0,16.0,55.0,2.0,1.0,6
100.0,18.0,0.001,0.001,0.001,6
225.5,17.6,8.4,3.0,0.0,6
111.7,19.4,104.1,6.4,3.8,6
110.0,7.0,0.0001,0.0001,0.0001,6
480.5,37.0,30.0,6.0,0.0,6
560.0,0.0,0.6,0.7,0.0,6
295.0,22.0,26.0,6.0,0.0,6
221.0,17.0,48.0,1.0,0.0,6
654.0,55.0,34.0,20.0,0.0,6
116.0,14.0,134.0,5.3,0.0001,6
518.0,38.0,104.0,0.0,0.0,6
197.0,12.0,6.6,15.0,0.0001,6
870.0,77.0,73.0,54.0,14.0,6
101.0,8.1,0.001,3.0,0.001,6
187.0,5.0,1.0,0.001,0.001,6
180.85,0.574,0.234,0.188,0.0001,6
109.0,16.0,0.001,0.001,0.001,6
60.68,49.79,9.1,1.79,0.0,6
568.0,26.5,6.9,2.1,0.0,6
160.0,24.7,38.5,0.001,0.001,6
449.0,89.0,15.0,78.0,60.0,6
92.8,6.75,0.44,0.0001,0.0001,6
110.0,5.0,2.0,3.0,15.0,6
134.0,13.0,156.0,0.0001,0.0001,6
121.0,3.0,1.0,0.001,0.001,6
187.0,5.0,1.0,0.0001,0.0001,6
626.0,46.0,54.0,31.0,4.0,6
225.5,17.6,8.4,3.0,0.07,6
121.0,3.0,1.0,0.0001,0.0001,6
195.0,5.3,0.001,0.001,0.001,6
92.18,75.4,15.03,1.75,0.0,6
313.9,30.6,7.59,5.89,0.3,6
650.0,53.0,35.0,20.0,0.001,6
137.0,18.0,16.0,2.0,0.0,6
134.0,13.0,267.0,0.001,0.001,6
111.0,159.0,28.0,364.0,2.0,6
73.0,8.0,4.0,2.0,12.0,6
63.78,52.35,9.68,1.75,0.0,6
559.0,8.2,0.9,1.7,0.0,6
197.0,12.0,6.6,15.0,0.001,6
980.0,73.0,58.0,12.0,0.0,6
44.63,35.36,7.59,1.68,0.0,6
743.0,74.0,39.0,6.0,0.0,6
106.0,4.0,2.0,1.0,0.001,6
235.0,16.0,0.001,35.0,0.001,6
117.0,17.0,1.0,3.0,1.0,6
407.0,28.0,15.0,21.0,0.001,6
183.0,6.0,0.001,5.0,0.001,6
166.0,21.0,38.0,6.0,0.001,6
105.0,23.0,13.0,4.0,3.0,6
110.0,7.0,0.001,0.001,0.001,6
111.7,19.4,104.1,6.4,3.8,6
181.5,22.0,76.0,3.7,0.001,6
230.0,15.9,16.3,1.9,2.4,6
101.0,8.1,0.001,3.0,0.001,6
134.0,13.0,156.0,0.001,0.001,6
195.0,5.3,0.001,0.001,0.001,6
197.0,12.0,6.6,15.0,0.001,6
106.0,4.0,2.0,1.0,0.001,6
109.0,4.0,11.0,9.0,0.001,6
109.0,16.0,0.001,0.001,0.001,6
116.0,14.0,134.0,5.3,0.001,6
100.0,18.0,0.001,0.001,0.001,6
113.0,21.0,48.0,0.001,4.0,6
103.5,4.7,16.3,3.5,0.001,6
160.0,24.7,38.5,0.001,0.001,6
134.0,13.0,267.0,0.001,0.001,6
235.0,16.0,0.001,35.0,0.001,6
187.0,5.0,1.0,0.001,0.001,6
121.0,3.0,1.0,0.001,0.001,6
109.0,19.0,5.0,12.0,59.0,3
135.0,27.0,24.0,9.0,13.0,3
174.0,27.0,6.0,12.0,29.0,3
179.0,29.0,10.0,17.0,33.0,3
142.0,17.0,4.0,7.0,38.0,3
595.0,32.0,4.0,18.0,65.0,3
720.0,7.0,0.001,15.0,101.0,3
163.0,26.0,7.0,19.0,133.0,3
111.0,2.8,47.0,0.001,27.5,3
124.0,14.0,4.0,0.001,13.0,3
143.0,5.8,16.0,10.6,26.3,3
137.0,6.0,11.4,6.4,16.5,3
102.0,6.0,6.0,7.0,10.0,3
115.0,25.5,110.0,12.2,8.6,3
169.0,38.0,48.5,6.5,5.8,3
186.0,38.3,13.0,37.0,85.9,3
151.0,13.5,50.7,5.0,9.2,3
716.0,7.1,3.3,20.0,6.8,3
716.0,7.1,33.0,20.0,6.8,3
476.0,28.0,27.0,36.0,148.0,3
289.0,13.4,18.2,49.8,36.3,3
137.0,33.0,8.0,29.0,111.0,3
500.0,97.0,193.0,40.0,121.0,3
119.0,8.0,20.0,0.001,21.0,3
205.0,20.0,8.0,0.001,6.0,3
119.0,8.0,23.3,7.9,12.3,3
256.0,8.0,37.4,15.0,21.1,3
153.0,18.0,9.0,0.001,11.0,3
301.0,5.78,4.7,9.7,5.0,3
208.0,7.6,27.5,9.7,14.4,3
254.0,5.2,0.001,9.3,88.0,3
385.0,28.8,50.0,82.3,171.0,3
225.0,4.7,0.001,8.7,89.0,3
179.0,39.3,64.0,654.0,168.0,3
47.0,9.0,4.0,16.0,81.0,1
84.0,6.0,1.0,14.0,86.0,1
35.0,11.0,0.001,7.0,146.0,1
64.0,18.0,1.0,4.0,122.0,1
63.0,22.0,15.0,11.0,76.0,1
30.0,14.0,1.0,9.0,43.0,1
80.0,28.0,4.0,15.0,107.0,1
19.0,12.0,2.0,8.0,63.0,1
25.0,9.0,6.0,5.0,44.0,1
57.0,148.0,197.0,72.0,42.0,1
156.0,55.0,103.0,13.0,16.0,1
48.0,20.0,69.0,41.0,31.0,1
88.0,21.8,79.2,41.2,41.5,1
50.0,42.0,98.0,10.0,33.0,1
43.0,19.0,3.0,0.001,40.0,1
59.0,20.0,120.0,5.5,8.9,1
0.001,21.0,0.001,0.001,40.0,1
26.6,4.0,0.001,8.0,50.0,1
10.0,15.0,0.001,0.001,35.0,1
41.0,16.0,19.0,58.0,106.0,1
37.0,11.8,15.5,43.6,83.3,1
14.3,92.6,83.9,16.7,26.8,1
